image_name,path,label,rational_en,basename
001_above00230.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\001_above00230.JPG,NG,"Because the yolk is crushed and mixed with the white, making it look bad, and because there is too little white.",above00230.JPG
002_above00034.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\002_above00034.JPG,NG,"Because the edge of the white is nicely browned, but the yolk is covered with a film, overcooked, and crushed, making it look bad.",above00034.JPG
003_above01063.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\003_above01063.JPG,OK,"Because the area around the yolk is a bit raw, but the yolk is soft-boiled, and the edge of the white is nicely browned.",above01063.JPG
004_above00979.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\004_above00979.JPG,OK,"Because it's overall a bit raw and the yolk is too much to the side, but the yolk is soft-boiled.",above00979.JPG
005_above01079.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\005_above01079.JPG,NG,"Because there is a film over the yolk, and the shape of the white is uneven, making it look bad.",above01079.JPG
006_above00099.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\006_above00099.JPG,NG,"Because the yolk is soft-boiled, but the bubbles in the white are noticeable, it's overall watery, and the white is in the yolk, making it look bad.",above00099.JPG
007_above00305.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\007_above00305.JPG,NG,"Because the white is round and the edge is nicely browned, but there is a film on the yolk with wrinkles, making it look bad.",above00305.JPG
008_above00225.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\008_above00225.JPG,NG,"Because there is too little white, the yolk is too much to the side, and there is a film on the yolk.",above00225.JPG
009_above00714.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\009_above00714.JPG,OK,"Because the white is not round, it's overall a bit raw, but the yolk is soft-boiled.",above00714.JPG
010_above00561.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\010_above00561.JPG,NG,"Because the white is round, but the yolk is crushed and mixed with the white, making it look bad, and the yolk is overcooked.",above00561.JPG
011_above01015.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\011_above01015.JPG,OK,"Because the yolk is soft-boiled, the white is round, and both the browning of the white's edge and its doneness are good.",above01015.JPG
012_above00092.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\012_above00092.JPG,NG,"Because the edge of the white is nicely browned, but the yolk is overcooked, covered with a film, and the film is broken, making it look bad, and the yolk is too much to the side.",above00092.JPG
013_above01084.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\013_above01084.JPG,NG,"Because the yolk is round, the edge of the white is nicely browned and well-cooked, but the yolk is overcooked, and there is a gap between the yolk and white, making it look unnatural.",above01084.JPG
014_above00638.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\014_above00638.JPG,NG,"Because the yolk is soft-boiled, and the browning of the white's edge and its doneness are good, but the yolk is broken, making it look bad.",above00638.JPG
015_above00671.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\015_above00671.JPG,NG,"Because the yolk is soft-boiled, and the browning of the white's edge and its doneness are good, but there are bubbles in both the white and yolk, making it look bad.",above00671.JPG
016_above00097.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\016_above00097.JPG,NG,"Because the yolk is soft-boiled, the white is round, and the edge of the white is nicely browned, but the yolk is crushed, making it look bad.",above00097.JPG
017_above00680.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\017_above00680.JPG,NG,"Because the white is round, the yolk is soft-boiled, and the doneness of the white is good, but there is a film on the yolk, and it is broken, making it look bad.",above00680.JPG
