image_name,path,label,rational_en,basename
001_above00230.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\001_above00230.JPG,NG,"Because there is little scorching on the white, but the yolk is protruding.",above00230.JPG
002_above00034.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\002_above00034.JPG,NG,"Because there is scorching along the entire edge of the white, the scorching is widespread, and the yolk's membrane is broken.",above00034.JPG
003_above01063.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\003_above01063.JPG,OK,Because the yolk is soft-boiled and there is little scorching on the white.,above01063.JPG
004_above00979.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\004_above00979.JPG,OK,Because the yolk is soft-boiled and there is little scorching on the white.,above00979.JPG
005_above01079.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\005_above01079.JPG,OK,Because the yolk is soft-boiled and there is little scorching on the white.,above01079.JPG
006_above00099.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\006_above00099.JPG,NG,"Because the yolk is soft-boiled, but there are bubbles in the yolk and scorching on the surface of the white.",above00099.JPG
007_above00305.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\007_above00305.JPG,NG,"Because the yolk is soft-boiled, but there is scorching and some black scorching along the entire edge of the white, and there is a large streak in the yolk's membrane.",above00305.JPG
008_above00225.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\008_above00225.JPG,OK,"Because there is some blackish scorching, but the yolk is soft-boiled.",above00225.JPG
009_above00714.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\009_above00714.JPG,OK,Because the yolk is soft-boiled and there is no scorching on the white.,above00714.JPG
010_above00561.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\010_above00561.JPG,NG,"Because there is little scorching on the white, but the yolk is overcooked and crushed.",above00561.JPG
011_above01015.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\011_above01015.JPG,OK,"Because there is scorching around the entire edge of the white, but the scorching is not black, and the yolk is soft-boiled.",above01015.JPG
012_above00092.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\012_above00092.JPG,NG,"Because there is a little scorching on the white, and the yolk is yellow with no sheen, it appears to be thoroughly cooked.",above00092.JPG
